 Call Option
Frequency, Daily
Time Intervals, 252
 Stock Price, 100
Strike, 100
Volatility, 0.2
 Call Option
 Risk Free Rate, 0.05
Time to Expiry,1
 
Binary Call Option Value, Black Scholes Value,number of paths
0.5401080672315054, 0.5323248154537634, increment 2.06
0.5193712657773899, 0.5323248154537634, increment 2.07
0.5201322493169904, 0.5323248154537634, increment 2.08
0.5338299530298007, 0.5323248154537634, increment 2.09
0.5239371670149933, 0.5323248154537634, increment 2.1
0.5374446248429033, 0.5323248154537634, increment 2.11
0.5326884777203998, 0.5323248154537634, increment 2.12
0.5296445435619975, 0.5323248154537634, increment 2.13
0.5241274128998935, 0.5323248154537634, increment 2.14
0.5273615929431958, 0.5323248154537634, increment 2.15
0.5380153624976038, 0.5323248154537634, increment 2.16
0.5311665106411987, 0.5323248154537634, increment 2.17
0.5267908552884953, 0.5323248154537634, increment 2.18
0.5412495425409062, 0.5323248154537634, increment 2.19
0.5446739684691089, 0.5323248154537634, increment 2.2
0.5344006906845011, 0.5323248154537634, increment 2.21
0.5454349520087094, 0.5323248154537634, increment 2.22
0.5336397071449006, 0.5323248154537634, increment 2.23
0.5269811011733956, 0.5323248154537634, increment 2.24
0.550191099131213, 0.5323248154537634, increment 2.25
0.5385861001523043, 0.5323248154537634, increment 2.2600000000000002
0.5437227390446081, 0.5323248154537634, increment 2.27
0.530215281216698, 0.5323248154537634, increment 2.2800000000000002
0.5307860188713984, 0.5323248154537634, increment 2.29
0.5296445435619975, 0.5323248154537634, increment 2.3000000000000003
0.518229790467989, 0.5323248154537634, increment 2.31
0.5416300343107066, 0.5323248154537634, increment 2.32
0.5262201176337951, 0.5323248154537634, increment 2.33
0.5292640517921973, 0.5323248154537634, increment 2.34
0.5311665106411987, 0.5323248154537634, increment 2.35
0.5307860188713984, 0.5323248154537634, increment 2.36
0.5321177400656995, 0.5323248154537634, increment 2.37
0.5110004468417836, 0.5323248154537634, increment 2.38
0.5321177400656995, 0.5323248154537634, increment 2.39
0.5323079859505996, 0.5323248154537634, increment 2.4
0.5355421659939019, 0.5323248154537634, increment 2.41
0.5363031495335026, 0.5323248154537634, increment 2.42
0.534210444799601, 0.5323248154537634, increment 2.43
0.5191810198924897, 0.5323248154537634, increment 2.44
0.5328787236053, 0.5323248154537634, increment 2.45
0.5389665919221046, 0.5323248154537634, increment 2.46
0.5439129849295082, 0.5323248154537634, increment 2.47
0.5402983131164055, 0.5323248154537634, increment 2.48
0.5431520013899077, 0.5323248154537634, increment 2.49
0.5566594592178179, 0.5323248154537634, increment 2.5
0.5716888841249291, 0.5323248154537634, increment 2.5100000000000002
